"Gene","logFC","FoldChange","pValue","FDR"
"HYAL3",-2.59623900484758,-6.04708142327488,0.00391288618067506,0.480803566284839
"IER3",3.79278718286744,13.8593451097753,0.00393412544405997,0.480803566284839
"CYP1B1",3.89603163768095,14.8875209965926,0.00393840071582754,0.480803566284839
"ZNF14",2.32866078305817,5.02338825015517,0.00408965639342817,0.480803566284839
"PLAU",4.64500320711893,25.019884199392,0.00425452854566161,0.480803566284839
"FAM20C",3.35234792028169,10.2130928427533,0.00425641128456188,0.480803566284839
"SEMA6C",-3.65803672630506,-12.6234708018977,0.00430185504314502,0.480803566284839
"SLC17A9",2.72339576275031,6.60425471089885,0.00430679912575629,0.480803566284839
"PCDH20",-6.54739571645125,-93.5324917118586,0.00432709029146959,0.480803566284839
"LINC00989",-6.35822441876788,-82.0382276296249,0.00439609251617912,0.480803566284839
"CXXC1P1",-5.57939043116975,-47.8149688632142,0.00444680350448692,0.480803566284839
"LENG8",1.15969828605828,2.23410700364399,0.00445860271018121,0.480803566284839
"ALCAM",4.35628482872042,20.4820019476412,0.00452555382145585,0.480803566284839
"SPON2",2.61808525667039,6.13934718058812,0.00461414798146063,0.480803566284839
"SYCP1",-6.23315538862517,-75.2257869404734,0.00462656445940074,0.480803566284839
"TBC1D29",5.56376198523437,47.2997936718864,0.00463832319606262,0.480803566284839
"PROS1",-6.48994909464257,-89.8813005381299,0.00465722069947666,0.480803566284839
"SCD",-1.99184050680077,-3.97744093529638,0.00466215261778964,0.480803566284839
"SLC45A3",2.58599879127777,6.00431135950878,0.00468878688560185,0.480803566284839
"EPHX2",-5.19087430405673,-36.5265680833657,0.00470222003349244,0.480803566284839
"ARHGAP21",-3.03601228104046,-8.20220772466725,0.00473279136178149,0.480803566284839
"MORC4",-4.28153454028094,-19.4477930364953,0.00474769209801502,0.480803566284839
"OSGIN2",1.96003525446605,3.89071486407255,0.00480385916733971,0.480803566284839
"EAF1",1.65469705379028,3.14857068011259,0.00481393801147347,0.480803566284839
"RBPMS2",-4.17857418338305,-18.108236933844,0.00483196196002624,0.480803566284839
"ANPEP",3.52471449724689,11.5091907984637,0.00492077694238696,0.480803566284839
"LINC01268",6.41946905501886,85.5958564636947,0.00492570835930283,0.480803566284839
"HERC2P2",-2.18962109629795,-4.56185659820771,0.00493204673207967,0.480803566284839
"RNF125",2.97788135537488,7.87828362075805,0.0049854388600957,0.480803566284839
"CNRIP1",-3.92464822174382,-15.1857706749128,0.00501393780662764,0.480803566284839
"GAA",1.67495279149905,3.19308905805409,0.0050175894058179,0.480803566284839
"FCRL5",-3.96805106785957,-15.6495695216613,0.00506120789419146,0.480803566284839
"RUNX2",4.94879045905164,30.8840587854964,0.00506311810865429,0.480803566284839
"GAPT",3.46682287249351,11.0565001023201,0.00507529438941537,0.480803566284839
"NCKAP1",-4.96856816386499,-31.3103594053136,0.00508525666985229,0.480803566284839
"SBNO2",1.41405672285853,2.66485442297706,0.00509369287150185,0.480803566284839
"PLEKHG1",-2.6617796994376,-6.328132025425,0.00510377140799771,0.480803566284839
"TBC1D4",-4.20526000847886,-18.446305718884,0.00513146233840264,0.480803566284839
"SLC30A1",2.78004457078862,6.86873569174457,0.00527035578182262,0.490364221518531
"SERPING1",-2.31501576042096,-4.97610097327378,0.00534395744953203,0.49178765819356
"KCNAB2",2.62899588401871,6.18595305121193,0.00535957989012147,0.49178765819356
"GJB5",-5.45623901975027,-43.9027382565808,0.00542218673089382,0.494124619551659
"TPSAB1",7.04724363568878,132.260975361603,0.00554353986382602,0.49872873999518
"IL18",4.32831181139965,20.0886931845721,0.00556197679988481,0.49872873999518
"UNC119B",1.64456714507349,3.12654036907833,0.00561485271692138,0.49872873999518
"RLTPR",2.52422521799732,5.75264410207812,0.00562264644864915,0.49872873999518
"TGIF1",3.09655019672188,8.55370941285661,0.00579470914769285,0.510586789470552
"FBRSL1",1.7695743744186,3.40953353410037,0.00589711840365817,0.516191844478105
"ARID5B",2.19288486988268,4.57218845678245,0.00608220190854087,0.52473800546583
"LY6G5B",1.59803955956424,3.02731659563978,0.00610213684510639,0.52473800546583
"PCYT1B",-5.05073759653802,-33.1454192569084,0.0061130695864114,0.52473800546583
"FTL",1.48653431105507,2.80215024334124,0.00637227585278896,0.531584319640244
"PPP1R14A",-5.82980218089079,-56.878132058009,0.00637268021072261,0.531584319640244
"HFM1",-5.70934623887074,-52.3220165126033,0.00637506239834567,0.531584319640244
"BAHCC1",2.20256391992241,4.60296642704722,0.00637914134154006,0.531584319640244
"MSRB3",2.30934638749539,4.95658471195764,0.00640647562916667,0.531584319640244
"PDZD2",-2.47209158010026,-5.54847607422043,0.00657541021860237,0.531584319640244
"HECTD2",-2.97974676879457,-7.88847687771385,0.00660666694043796,0.531584319640244
"COL2A1",-5.76720434089338,-54.4629921885375,0.00667199023500285,0.531584319640244
"TCP11L1",1.76932927457906,3.40895433675385,0.00673452743121755,0.531584319640244
"DNAAF3",-2.86506936138643,-7.285708940076,0.00674903955481516,0.531584319640244
"CASP2",1.83450879982188,3.5664995704971,0.00675808096567379,0.531584319640244
"PRRG4",3.68384768115473,12.8513470392543,0.00681127136489694,0.531584319640244
"TPST2",-2.35824396361655,-5.12745869040587,0.00682290125419126,0.531584319640244
"ZNF711",-2.97440050032926,-7.85929824508392,0.0068448241951441,0.531584319640244
"HLA-DMA",1.93126172103956,3.81388600003736,0.0068634278180363,0.531584319640244
"BACE2",-3.73450433957289,-13.3106059030498,0.00688218388995024,0.531584319640244
"PARD3B",-7.59611659740635,-193.490187907708,0.00695269256685838,0.531584319640244
"ZNF385A",-1.84497266186303,-3.5924614160728,0.0069849662249814,0.531584319640244
"EXOC8",2.80052546465487,6.9669415740346,0.00700629965305204,0.531584319640244
"S100A9",-3.01119430178265,-8.06231584071098,0.00703294213533378,0.531584319640244
"F13A1",-5.57495505124431,-47.6681936416262,0.00704968314681552,0.531584319640244
"SLC12A4",1.71058080331497,3.27292559056122,0.00707530956756498,0.531584319640244
"SERTAD2",2.02489989042692,4.06963636382559,0.00714335681874104,0.531584319640244
"MEGF6",2.77431301627918,6.84150163776595,0.00717397730404161,0.531584319640244
"HES1",-3.12720503477444,-8.73740603154857,0.0072716845336433,0.531584319640244
"NUP62CL",-6.24274223333832,-75.7273339628297,0.0073276630398236,0.531584319640244
"ABCA2",1.48771650869976,2.80444736987675,0.0073840137941112,0.531584319640244
"ITGB3",-6.23813183911957,-75.4857197700608,0.00739465409820674,0.531584319640244
"LHFP",-3.53167862353207,-11.5648818625287,0.00741948114423102,0.531584319640244
"DUXAP8",-6.48092205697617,-89.320663136457,0.0074673230237156,0.531584319640244
"UBXN11",1.25776452694647,2.39124926801203,0.00746841722477817,0.531584319640244
"CTSH",-3.14178173864728,-8.82613453777983,0.00752828667796709,0.531584319640244
"RAB44",4.00557856354772,16.0619880188477,0.00753414610390807,0.531584319640244
"MED12L",-2.69940416695796,-6.49533604308068,0.00755258287606904,0.531584319640244
"LAIR1",2.55117682252231,5.86112181715105,0.00759120787160063,0.531584319640244
"CSF3R",2.73317580859227,6.64917712028323,0.00770503622065613,0.531739574137757
"ING5",-1.42340547228337,-2.68217890890394,0.00770812660527675,0.531739574137757
"GCC1",1.42924541283009,2.69305820821352,0.0077244592796528,0.531739574137757
"H3F3B",1.82037593114895,3.53173214855143,0.00775328653759676,0.531739574137757
"KCNK6",-4.17490876684816,-18.0622882177635,0.00792374901538971,0.537907685697048
"LRP6",-3.77163180509331,-13.6575973854639,0.0080067866217685,0.537907685697048
"TMEM259",1.11056280489878,2.15929866544869,0.0080936559358266,0.537907685697048
"PARP8",2.91156192680816,7.52432375831995,0.00810607415143887,0.537907685697048
"NXN",-5.14670588511976,-35.4252440034685,0.00819635159109005,0.537907685697048
"TLR2",1.97007526074566,3.91788556846648,0.00822661000291108,0.537907685697048
"ST3GAL6",3.02967928376187,8.16628141045976,0.00826758774115464,0.537907685697048
"DOK6",-7.49384948449162,-180.249254767091,0.00829414903205691,0.537907685697048
"FCRL2",-3.78870929043589,-13.8202258798976,0.00829582294567805,0.537907685697048
"SLC22A23",-2.72324338822039,-6.60355721971906,0.00832721806811025,0.537907685697048
"CMPK2",1.9376287477948,3.83075496859981,0.00836818860322145,0.537907685697048
"OBSCN",-2.03025295910889,-4.08476465407105,0.00840898058533858,0.537907685697048
"ULK2",-2.02378605444641,-4.06649560440612,0.00842300660476097,0.537907685697048
"MEDAG",4.8653530558013,29.1485670288273,0.00844572753415464,0.537907685697048
"PSTPIP2",-1.72195887176846,-3.29884015003621,0.00844965849760864,0.537907685697048
"SLC13A3",-6.45916821505893,-87.9839346512327,0.00859367857421667,0.544470921095013
"IBTK",-1.29041469641434,-2.44598354167409,0.00869665919730641,0.548384126161904
"EXOC4",-1.2154891853121,-2.32219509920971,0.00876260904585471,0.548731085098187
"RNF220",1.38981541716616,2.62045151765397,0.00882856052738185,0.548731085098187
"PDE4B",3.14958034461567,8.87397411334319,0.00885343998999609,0.548731085098187
"LGMN",-2.91426999768737,-7.53846086812954,0.00886713140143632,0.548731085098187
"RIPK2",1.44040804225143,2.7139761492822,0.00907099551218915,0.556811496879393
"FNDC3B",2.15118458369271,4.44192361415196,0.00910901923449272,0.556811496879393
"S100A8",-2.92554587889154,-7.59761116548549,0.00916641864428202,0.556811496879393
"RGS1",2.67471633251271,6.38513150166986,0.00923058264735607,0.556811496879393
"SLC24A4",-1.95747583925684,-3.88381865470407,0.00923310664278846,0.556811496879393
"ANXA5",-3.08405631416697,-8.4799532672653,0.00927042977779403,0.556811496879393
"VAT1",1.60951095191108,3.05148384355593,0.00936519732381435,0.556811496879393
"CMAHP",2.52343346864071,5.74948792383378,0.00937383021137878,0.556811496879393
"HEXB",1.88805265378542,3.70135279730387,0.00941293743613103,0.556811496879393
"CLEC11A",-2.33379483214338,-5.04129658489469,0.00945173299175112,0.556811496879393
"CR1",-2.42144920903605,-5.35708879415528,0.00945805323523057,0.556811496879393
"PTK2",-3.45201577407542,-10.9436020852397,0.00974663603084249,0.566220848245755
"BNIP3",-2.88796371985119,-7.40224927402549,0.00986512873166117,0.566220848245755
"TMEM263",-2.27610713168165,-4.84369200544064,0.00986680127135916,0.566220848245755
"PKP2",-5.6321331960351,-49.5953582345015,0.00987773173965164,0.566220848245755
"PRDM5",-4.8578766301627,-28.997902207725,0.00989618869360392,0.566220848245755
"MAD2L1BP",1.90422824135791,3.74308611887755,0.0099293074290439,0.566220848245755
"CCNA1",7.28195598464548,155.62780010795,0.00993077195211619,0.566220848245755
"CTSE",5.66616539718579,50.779187189789,0.00995833735358937,0.566220848245755
"MFSD10",1.15610713240024,2.22855278452846,0.010019249453794,0.567260059500974
"RPLP1",1.07513840882346,2.10692419564525,0.0101863670048107,0.569857468498039
"MIR155HG",2.16410137266161,4.48187176969692,0.0102478219959764,0.569857468498039
"DMXL2",2.1014989485048,4.2915504208278,0.0102553671846528,0.569857468498039
"SPRY2",2.09990434648953,4.28680961683822,0.010294804733605,0.569857468498039
"ATP8A1",-1.66604105334971,-3.17342567452392,0.0103084382121779,0.569857468498039
"PRKAB2",1.2335013275821,2.35136960124787,0.0103306420105988,0.569857468498039
"LINC00623",2.40439119558777,5.29412109835226,0.0103649385476532,0.569857468498039
"DYSF",1.84460622197547,3.59154905833202,0.0105414623120381,0.570168722468597
"CDC14B",-3.87431229524791,-14.6650724691889,0.0106732030376343,0.570168722468597
"FNBP1L",-2.20163753261827,-4.60001170634448,0.0107158758679633,0.570168722468597
"ATP13A3",1.70657691691303,3.26385488991499,0.0107400205167092,0.570168722468597
"PANX2",5.29715939693917,39.3191273292592,0.0109696665235906,0.570168722468597
"RBFOX2",-4.14053695249112,-17.6370449132996,0.011018757864309,0.570168722468597
"AGAP1",-4.8146489553711,-28.1419219464504,0.0110750432376279,0.570168722468597
"PLEKHG3",-4.79404255852058,-27.7428204146958,0.0111304082677946,0.570168722468597
"EXOC3L2",-5.51095372395861,-45.599740967104,0.0111448551726203,0.570168722468597
"FKBP9",-3.49931672273146,-11.3083514628086,0.0111607125056657,0.570168722468597
"DUSP6",2.66792791159783,6.35515763912699,0.011180573488841,0.570168722468597
"SGPP1",-2.73754245996869,-6.66933288570919,0.0112282857745654,0.570168722468597
"ADPRHL1",-4.06433037806578,-16.729592251734,0.0112526549667594,0.570168722468597
"RBM41",-1.81840098862179,-3.52690077678686,0.0112539612519711,0.570168722468597
"ATP13A2",-1.67985350141915,-3.20395414806454,0.0113037855529899,0.570168722468597
"PIK3R1",2.05339526425757,4.15081681594717,0.0113423043064626,0.570168722468597
"VNN2",-2.60296023092508,-6.0753192857789,0.0113755063559388,0.570168722468597
"LRRK2",-3.14063238155629,-8.81910578934554,0.0114446408557006,0.570168722468597
"LIF",5.77983801417991,54.9420186950267,0.0114489604488503,0.570168722468597
"ZBTB39",1.43808409219403,2.70960788871647,0.0114845247095203,0.570168722468597
"CRLF2",6.50866531211673,91.0549354196505,0.0115241255624449,0.570168722468597
"SYNGAP1",-1.45353253983643,-2.73877840074435,0.0115872487397753,0.570168722468597
"TFEC",4.59760121334788,24.2111753615949,0.011593342762114,0.570168722468597
"LCAT",1.65614698284129,3.15173662910737,0.0115950568190353,0.570168722468597
"AGRN",3.15785071193412,8.92499098522483,0.0116451269976754,0.570168722468597
"RGS2",2.12480281385825,4.36143477329811,0.0116840590007908,0.570168722468597
"EIF4E3",2.75109361236141,6.73227268206028,0.0116999716244103,0.570168722468597
"ADCY3",2.01185669281474,4.03300918889431,0.011753430949959,0.570168722468597
"GNB3",-2.44715387383678,-5.45339204172649,0.0117928305172522,0.570168722468597
"NCOA7",1.36913067436862,2.58314866275491,0.0118429337787152,0.570168722468597
"GP1BA",-4.25390971990256,-19.0789480090676,0.0119296014604901,0.570168722468597
"SYTL1",1.48927191828022,2.80747255292647,0.0119577008903869,0.570168722468597
"BCL3",2.44074069852774,5.42920401880794,0.0119668260320352,0.570168722468597
"ZNF805",1.63704564829036,3.11028255437312,0.0120614945241275,0.570168722468597
"LOC100130872",2.40312528324361,5.28947773742965,0.0120673460829557,0.570168722468597
"CCDC50",-2.67746279089431,-6.39729845320485,0.0120814070719735,0.570168722468597
"NR2F6",-1.56582597785697,-2.96046947387756,0.0120875338579673,0.570168722468597
"FCGR3B",-5.04351126076908,-32.9798117966371,0.0121384676516108,0.570168722468597
"RAMP3",-5.5334833896365,-46.3174328748657,0.012143310714157,0.570168722468597
"SLC18A2",-2.08983381608953,-4.25699033924019,0.0121961397628341,0.570168722468597
"PLP2",1.6477674399292,3.13348359467518,0.0122031968394239,0.570168722468597
"NXF3",-6.08331152162197,-67.8046129118653,0.0122767800856706,0.570168722468597
"ANXA1",3.43397077075184,10.807573710776,0.0123155033158074,0.570168722468597
"SMIM3",2.51517395285296,5.71666580398744,0.0123171824967882,0.570168722468597
"FANCE",-2.35272667498964,-5.10788723308803,0.0123321857510204,0.570168722468597
"SLC27A2",2.02943713902268,4.082455440469,0.0123575072743658,0.570168722468597
"RPS24",0.911061006800882,1.88042792041337,0.012395632700849,0.570168722468597
"PLEKHG4",-3.58501159232716,-12.0004083394469,0.0124275783176169,0.570168722468597
"GRAMD2",-5.04972729389803,-33.1222160288381,0.0125870679999017,0.574839604886198
"TSPYL2",1.60539573792856,3.04279204396207,0.0126916687182899,0.574839604886198
"ZNF229",-5.2374262225405,-37.7244045114537,0.012753915560717,0.574839604886198
"AIG1",-1.79964254216132,-3.48133957170054,0.0127712776213472,0.574839604886198
"MXD1",1.4732368942372,2.7764412994074,0.0129028682102051,0.574839604886198
"SLC22A16",4.03528673210061,16.3961675427984,0.0129159813982055,0.574839604886198
"BAG4",1.7924083973593,3.46392668986231,0.0130348763016193,0.574839604886198
"SYCP2",-5.84006743302394,-57.284282002038,0.0130560362008378,0.574839604886198
"SARDH",-3.19157753566528,-9.13609426090306,0.0131043941502603,0.574839604886198
"MAMDC2",5.06305912079811,33.4297143137065,0.0131454605084015,0.574839604886198
"RPL34",1.04362259140217,2.06139730611997,0.0131718181755226,0.574839604886198
"C3orf52",-4.84497934641551,-28.7398244907648,0.0132346978806593,0.574839604886198
"SLC25A28",1.19902824058821,2.29584976826326,0.0133780708039034,0.574839604886198
"HIGD1A",-1.76662647344964,-3.40257384740481,0.0134177890688679,0.574839604886198
"EREG",1.40596695367136,2.64995333364491,0.0134526186409708,0.574839604886198
"EFHC2",-3.18305244071219,-9.08226694368677,0.0134604096252734,0.574839604886198
"PTGDR2",-3.34122611743297,-10.1346623379106,0.0135183600619656,0.574839604886198
"TUBA8",-4.78777211659803,-27.6225023694099,0.0135243692245661,0.574839604886198
"SYNGR1",3.49495967965298,11.2742509447021,0.0135694698609289,0.574839604886198
"PTX3",3.76849578479786,13.6279417865682,0.0136032498376716,0.574839604886198
"ABR",1.47456469146637,2.77899779815136,0.0136393917861617,0.574839604886198
"PPFIA4",-3.63388564456098,-12.4139096389873,0.0138519029832054,0.574839604886198
"KIAA0754",-2.66375853646052,-6.33681780689031,0.0138626022333723,0.574839604886198
"BBS7",-1.65107893252217,-3.14068430265852,0.0139550862188893,0.574839604886198
"SYDE1",-4.09262653707021,-17.0609554412005,0.0139894492238969,0.574839604886198
"CBX8",2.73383993070556,6.65223866966054,0.0140270972343566,0.574839604886198
"TANC2",-2.10527889508359,-4.30280928047765,0.0140773009135715,0.574839604886198
"CRYM",-4.53974394485675,-23.2594317360904,0.0140787606967001,0.574839604886198
"MCL1",1.2082055961762,2.31050081144334,0.014088899145499,0.574839604886198
"RPL13",0.847609789012701,1.7995170718155,0.0141011825562904,0.574839604886198
"XIST",7.46546479184029,176.737551451064,0.0141458582917213,0.574839604886198
"CHST11",1.54328793504895,2.91457986558692,0.0141888165479954,0.574839604886198
"PCDHGB5",-4.65272631604445,-25.1541810656412,0.0142751366800817,0.574839604886198
"PLVAP",-3.20889143020342,-9.24639778999136,0.0142801807662434,0.574839604886198
"ATP6V1B2",1.40455225437616,2.64735607674846,0.0143279599249399,0.574839604886198
"ADAM28",3.14949756383494,8.873464945841,0.0143384620212527,0.574839604886198
"TENM1",2.32890936274966,5.02425386613794,0.0143856788833097,0.574839604886198
"LOC100996351",2.75966357719154,6.77238305921711,0.0143901280731988,0.574839604886198
"CDCA7L",2.28358739990906,4.8688714143713,0.0144794462194296,0.574839604886198
"HERC2",-1.56393745877519,-2.95659669049397,0.0145985877717702,0.574839604886198
"RPL10",0.819333296632978,1.76459034536014,0.0146300729313553,0.574839604886198
"MS4A1",-3.10588726418749,-8.6092482237141,0.0147327763803329,0.574839604886198
"ARHGAP23",2.82791600772713,7.10047730338362,0.01478930994613,0.574839604886198
"LRRK1",2.24749859802256,4.74858802770594,0.0148053261659065,0.574839604886198
"MAN2B1",1.05788538682812,2.08187779652142,0.0148394452110355,0.574839604886198
"ICAM3",1.90696282779714,3.75018775796734,0.0148538458477676,0.574839604886198
"FAM127A",-3.92334320032584,-15.1720402642389,0.0149196356040641,0.574839604886198
"PROK2",7.07633418898408,134.954959818109,0.0149610328802451,0.574839604886198
"ASB13",2.03298869595054,4.09251781242075,0.0150652989254494,0.574839604886198
"WRAP73",1.24599874930271,2.3718269426432,0.0150679911894506,0.574839604886198
"MIR4740",4.86912977580973,29.2249727776517,0.0152795139243185,0.574839604886198
"ZFAS1",1.54456653850306,2.91716408722148,0.0153877439858002,0.574839604886198
